,Price,# of Beds,# of Baths,Address,City,Zip Code
1386,"$244,900",4 Bd,3 bath,7573 Vanessa Drive,"Fort Worth, TX",76112
1387,"$245,000",3 Bd,"2 bath
    | 1,288",2745 Cochran Way,"Fort Worth, TX",76108
1388,"$249,500",3 Bd,2 bath,7429 Laurie Drive,"Fort Worth, TX",76112
1389,"$250,000",4 Bd,2 bath,7216 Briarwyck Court,"Fort Worth, TX",76137
1390,"$255,000",3 Bd,2 bath,5820 Ridgerock Court,"Fort Worth, TX",76132
1391,"$259,000",3 Bd,2 bath,8424 Steel Dust Drive,"Fort Worth, TX",76179
1392,"$259,900",3 Bd,2 bath,8368 Pipestone Drive,"Fort Worth, TX",76137
1393,"$260,000",3 Bd,2 bath,4101 Piedmont Road,"Fort Worth, TX",76116
1394,"$260,000",4 Bd,3 bath,8612 Star Thistle Drive,"Fort Worth, TX",76179
1395,"$262,000",4 Bd,3 bath,2209 Sims Drive,"Fort Worth, TX",76119
1396,"$264,900",4 Bd,2 bath,1700 Kings Glen Lane,"Fort Worth, TX",76140
1397,"$266,000",3 Bd,2 bath,8209 Water Buck Run,"Fort Worth, TX",76179
1398,"$269,000",3 Bd,3 bath,4732 Great Divide Drive,"Fort Worth, TX",76137
1399,"$275,000",3 Bd,2 bath,621 Bent Oak Drive,"Fort Worth, TX",76131
1400,"$275,000",3 Bd,2 bath,12913 Parkersburg Drive,"Fort Worth, TX",76244
1401,"$275,000",3 Bd,2 bath,9244 Bronze Meadow Drive,"Fort Worth, TX",76131
1402,"$279,000",4 Bd,3 bath,10445 Evening View Drive,"Fort Worth, TX",76131
1403,"$279,900",3 Bd,2 bath,9105 Settlers Peak Road,"Fort Worth, TX",76179
1404,"$285,000",3 Bd,2 bath,3905 Clayton Road E,"Fort Worth, TX",76116
1405,"$285,000",5 Bd,3 bath,7333 Mesa Verde Trail,"Fort Worth, TX",76137
1406,"$290,000",4 Bd,2 bath,4540 Indian Rock Drive,"Fort Worth, TX",76244
1407,"$294,990",4 Bd,2 bath,11805 Dixon Drive,"Fort Worth, TX",76108
1408,"$296,900",3 Bd,2 bath,220 Ridgeland Oak Drive,"Fort Worth, TX",76120
1409,"$300,000",3 Bd,2 bath,9104 Tyne Trail,"Fort Worth, TX",76118
1410,"$300,000",3 Bd,2 bath,2408 Flowing Springs Drive,"Fort Worth, TX",76177
1411,"$300,000",3 Bd,3 bath,7413 Buckskin Court,"Fort Worth, TX",76137
1412,"$309,900",4 Bd,3 bath,7525 Pleasant Oaks Street,"Fort Worth, TX",76120
1413,"$315,000",3 Bd,2 bath,7633 Quail Ridge,"Fort Worth, TX",76179
1414,"$315,000",5 Bd,4 bath,4925 Cedar Brush Drive,"Fort Worth, TX",76123
1415,"$315,000",4 Bd,4 bath,1005 Terrace View Drive,"Fort Worth, TX",76108
1416,"$315,000",4 Bd,3 bath,3737 Redwood Creek Lane,"Fort Worth, TX",76137
1417,"$315,000",4 Bd,3 bath,7801 Lake Meredith Way,"Fort Worth, TX",76137
1418,"$320,000",3 Bd,2 bath,2909 Marys Lane,"Fort Worth, TX",76116
1419,"$320,000",3 Bd,2 bath,8184 Black Ash Drive,"Fort Worth, TX",76131
1420,"$320,500",3 Bd,2 bath,3329 Park Ridge Boulevard,"Fort Worth, TX",76109
1421,"$322,274",3 Bd,2 bath,232 Wild Onion Lane,"Fort Worth, TX",76131
1422,"$325,000",5 Bd,3 bath,13784 Trail Break Drive,"Fort Worth, TX",76052
1423,"$325,000",4 Bd,2 bath,1128 Twin Brooks Lane,"Fort Worth, TX",76177
1424,"$328,000",3 Bd,2 bath,1813 Sevilla Road,"Fort Worth, TX",76116
1425,"$334,900",4 Bd,3 bath,216 Bearman Drive,"Fort Worth, TX",76120
1426,"$340,000",4 Bd,3 bath,7245 Laguna Del Campo Trail,"Fort Worth, TX",76131
1427,"$345,000",4 Bd,3 bath,8628 Funtier Court,"Fort Worth, TX",76179
1428,"$349,900",4 Bd,3 bath,1632 Barrel Oak Drive,"Fort Worth, TX",76028
1429,"$350,000",5 Bd,4 bath,5358 Desert Falls Drive,"Fort Worth, TX",76137
1430,"$354,990",4 Bd,3 bath,144 Plumed Thistle Drive,"Fort Worth, TX",76131
1431,"$369,500",4 Bd,4 bath,10428 Misty Redwood Trail,"Fort Worth, TX",76177
1432,"$375,000",4 Bd,4 bath,3541 Gallant Trail,"Fort Worth, TX",76244
1433,"$395,000",3 Bd,3 bath,6516 Genoa Road,"Fort Worth, TX",76116
1434,"$399,900",2 Bd,2 bath,2306 Park Place Avenue,"Fort Worth, TX",76110
1435,"$399,990",4 Bd,2 bath,4324 Rosebriar Way,"Fort Worth, TX",76244
1436,"$410,000",5 Bd,4 bath,10428 Devin Lane,"Fort Worth, TX",76053
1437,"$424,900",2 Bd,4 bath,6769 Lost Star Lane,"Fort Worth, TX",76132
1438,"$425,000",4 Bd,4 bath,9837 Crawford Farms Drive,"Fort Worth, TX",76244
1439,"$434,900",4 Bd,3 bath,12532 Treyburn Drive,"Fort Worth, TX",76244
1440,"$435,000",4 Bd,3 bath,6928 Talon Drive,"Fort Worth, TX",76179
1441,"$440,000",3 Bd,4 bath,2611 McCart Avenue,"Fort Worth, TX",76110
1442,"$470,000",4 Bd,3 bath,6905 Camino Court,"Fort Worth, TX",76126
1443,"$499,900",5 Bd,4 bath,4317 Old Grove Way,"Fort Worth, TX",76244
1444,"$550,000",5 Bd,3 bath,9633 Ben Hogan Lane,"Fort Worth, TX",76244
1445,"$599,000",4 Bd,3 bath,12549 Bella Amore Drive,"Fort Worth, TX",76126
1446,"$850,000",4 Bd,3 bath,4500 Ranch View Road,"Fort Worth, TX",76109
1447,"$45,000",0 Bd,0 bath,4001 Fairlane Avenue,"Fort Worth, TX",76119
1448,"$139,900",2 Bd,1 bath,3213 Crenshaw Avenue,"Fort Worth, TX",76105
1449,"$144,900",2 Bd,1 bath,508 E Pafford Street,"Fort Worth, TX",76110
1450,"$150,000",2 Bd,2 bath,2401 Ben Avenue,"Fort Worth, TX",76103
1451,"$150,000",2 Bd,1 bath,6817 Greenlee Street,"Fort Worth, TX",76112
1452,"$159,900",2 Bd,1 bath,5025 Royal Drive,"Fort Worth, TX",76116
1453,"$178,000",3 Bd,2 bath,5204 Ruston Avenue,"Fort Worth, TX",76133
1454,"$179,900",3 Bd,2 bath,6916 Sandybrook Drive,"Fort Worth, TX",76120
1455,"$198,000",3 Bd,2 bath,10808 Hornby Street,"Fort Worth, TX",76108
1456,"$199,000",3 Bd,2 bath,3724 Cork Place,"Fort Worth, TX",76116
1457,"$199,306",3 Bd,2 bath,3217 Hanger Avenue,"Fort Worth, TX",76105
1458,"$200,000",3 Bd,2 bath,5801 Mirror Ridge Drive,"Fort Worth, TX",76179
1459,"$209,900",3 Bd,3 bath,2315 Market Avenue,"Fort Worth, TX",76164
1460,"$209,900",3 Bd,2 bath,1729 Cedar Tree,"Fort Worth, TX",76131
1461,"$210,000",3 Bd,2 bath,8340 Tucson Trail,"Fort Worth, TX",76116
1462,"$214,900",3 Bd,2 bath,713 Sunrise Court,"Fort Worth, TX",76120
1463,"$215,000",2 Bd,2 bath,201 W Lancaster Avenue,"Fort Worth, TX",76102
1464,"$215,000",3 Bd,2 bath,7829 Waxwing Circle W,"Fort Worth, TX",76137
1465,"$220,000",3 Bd,2 bath,10221 Westward Drive,"Fort Worth, TX",76108
1466,"$220,000",3 Bd,2 bath,8013 Summer Sun Drive,"Fort Worth, TX",76137
1467,"$225,000",3 Bd,"2 bath
    | 1,639",7105 Lindentree LN,"Fort Worth, TX",76137
1468,"$229,000",3 Bd,2 bath,9944 Plainfield Drive,"Fort Worth, TX",76108
1469,"$234,000",4 Bd,2 bath,2312 Williston Court,"Fort Worth, TX",76108
1470,"$234,900",3 Bd,"2 bath
    | 1,509",4808 Fishhook CT,"Fort Worth, TX",76179
1471,"$234,900",3 Bd,2 bath,5000 Cockrell Avenue,"Fort Worth, TX",76133
1472,"$235,000",3 Bd,2 bath,2305 Charisma Drive,"Fort Worth, TX",76131
1473,"$239,000",4 Bd,2 bath,324 Center Lane,"Fort Worth, TX",76140
1474,"$239,900",3 Bd,2 bath,4403 Bellaire Drive S,"Fort Worth, TX",76109
1475,"$244,251",4 Bd,"2 bath
    | 1,820",3409 WINOAK DR,"Fort Worth, TX",76123
1476,"$244,251",4 Bd,2 bath,3409 WINOAK Drive,"Fort Worth, TX",76123
1477,"$245,000",3 Bd,2 bath,9612 Linton Drive,"Fort Worth, TX",76108
1478,"$245,900",4 Bd,2 bath,6313 Eagle Pier Way,"Fort Worth, TX",76179
1479,"$248,000",4 Bd,2 bath,708 Kelley Court,"Fort Worth, TX",76120
1480,"$249,500",3 Bd,2 bath,1908 Watson Street,"Fort Worth, TX",76103
1481,"$249,900",3 Bd,2 bath,2117 Swenson Ranch Trail,"Fort Worth, TX",76134
1482,"$250,000",3 Bd,2 bath,8401 Greylock Court,"Fort Worth, TX",76137
1483,"$255,000",4 Bd,2 bath,4640 Parkmount Drive,"Fort Worth, TX",76137
1484,"$255,000",3 Bd,2 bath,8420 Ram Ridge Road,"Fort Worth, TX",76137
1485,"$259,000",4 Bd,2 bath,11812 Castleford Way,"Fort Worth, TX",76036
1486,"$262,500",4 Bd,2 bath,9524 Chiefton Way,"Fort Worth, TX",76244
1487,"$265,000",4 Bd,2 bath,11636 Netleaf Lane,"Fort Worth, TX",76244
1488,"$265,000",3 Bd,3 bath,7733 Blossom Drive,"Fort Worth, TX",76133
1489,"$265,000",3 Bd,2 bath,8069 Whitney Lane,"Fort Worth, TX",76120
1490,"$268,000",4 Bd,3 bath,4266 Balboa Drive,"Fort Worth, TX",76133
1491,"$269,000",2 Bd,2 bath,6466 Lindell Avenue,"Fort Worth, TX",76116
1492,"$270,000",3 Bd,2 bath,3909 Confidence Drive,"Fort Worth, TX",76244
1493,"$275,000",3 Bd,"2 bath
    | 1,706",9244 Bronze Meadow DR,"Fort Worth, TX",76131
1494,"$275,000",2 Bd,2 bath,2725 Ryan Avenue,"Fort Worth, TX",76110
1495,"$275,000",4 Bd,2 bath,7913 Songbird Lane,"Fort Worth, TX",76123
1496,"$275,000",4 Bd,2 bath,4920 Spur Ridge Court,"Fort Worth, TX",76244
1497,"$279,000",4 Bd,2 bath,1963 Lanewood Drive,"Fort Worth, TX",76112
1498,"$285,000",3 Bd,2 bath,5924 Paddlefish Drive,"Fort Worth, TX",76179
1499,"$289,900",4 Bd,0 bath,445 Marble Creek Drive,"Fort Worth, TX",76131
1500,"$289,900",4 Bd,3 bath,528 Winbridge Lane,"Fort Worth, TX",76052
1501,"$290,000",2 Bd,2 bath,6132 Malvey Avenue,"Fort Worth, TX",76116
1502,"$299,900",3 Bd,2 bath,9617 Lea Shore Street,"Fort Worth, TX",76179
1503,"$300,000",3 Bd,2 bath,2625 Sandcherry Drive,"Fort Worth, TX",76244
1504,"$300,000",3 Bd,2 bath,1329 Ocotillo Lane,"Fort Worth, TX",76177
1505,"$300,000",4 Bd,3 bath,1817 Capulin Road,"Fort Worth, TX",76131
1506,"$304,900",4 Bd,"2 bath
    | 2,249",9104 Flying Eagle LN,"Fort Worth, TX",76131
1507,"$304,900",4 Bd,2 bath,9104 Flying Eagle Lane,"Fort Worth, TX",76131
1508,"$307,000",0 Bd,0 bath,304 Wimberly Street,"Fort Worth, TX",76107
1509,"$307,000",3 Bd,2 bath,9300 Herringbone Drive,"Fort Worth, TX",76131
1510,"$310,500",3 Bd,3 bath,3477 Vista Highlands,"Fort Worth, TX",76135
1511,"$312,000",3 Bd,2 bath,2507 Lipscomb Street,"Fort Worth, TX",76110
1512,"$312,000",3 Bd,"2 bath
    | 1,716",2507 Lipscomb ST,"Fort Worth, TX",76110
1513,"$315,000",4 Bd,3 bath,14360 Mariposa Lily Lane,"Fort Worth, TX",76052
1514,"$315,000",4 Bd,3 bath,2906 8th Avenue,"Fort Worth, TX",76110
1515,"$315,000",3 Bd,2 bath,245 Black Alder Drive,"Fort Worth, TX",76131
1516,"$319,000",4 Bd,2 bath,6024 Dunnlevy Drive,"Fort Worth, TX",76179
1517,"$319,000",3 Bd,2 bath,6424 Darwood Avenue,"Fort Worth, TX",76116
1518,"$319,900",3 Bd,1 bath,2321 Primrose Avenue,"Fort Worth, TX",76111
1519,"$320,000",4 Bd,3 bath,2604 Avenel Court,"Fort Worth, TX",76177
1520,"$325,000",4 Bd,"3 bath
    | 2,841",6024 Welch Avenue,"Fort Worth, TX",76133
1521,"$325,000",4 Bd,3 bath,2441 Whispering Pines Drive,"Fort Worth, TX",76177
1522,"$335,000",4 Bd,2 bath,5339 Tobey Court,"Fort Worth, TX",76126
1523,"$335,000",4 Bd,2 bath,500 White Bud Lane,"Fort Worth, TX",76131
1524,"$335,000",3 Bd,3 bath,7700 Boat Wind Road,"Fort Worth, TX",76179
1525,"$339,900",3 Bd,3 bath,4632 Norwich Drive,"Fort Worth, TX",76109
1526,"$340,000",4 Bd,"4 bath
    | 3,655",5221 Cedar Brush DR,"Fort Worth, TX",76123
1527,"$340,000",4 Bd,4 bath,5221 Cedar Brush Drive,"Fort Worth, TX",76123
1528,"$349,000",3 Bd,3 bath,8013 Mount Shasta Circle,"Fort Worth, TX",76137
1529,"$349,900",2 Bd,1 bath,2217 Irwin Street,"Fort Worth, TX",76110
1530,"$349,900",6 Bd,4 bath,7955 Mellie Court,"Fort Worth, TX",76123
1531,"$349,900",4 Bd,3 bath,2613 Twinflower Drive,"Fort Worth, TX",76244
1532,"$349,900",3 Bd,2 bath,3600 Rogers Avenue,"Fort Worth, TX",76109
1533,"$350,000",1 Bd,2 bath,4408 Camp Bowie Boulevard,"Fort Worth, TX",76107
1534,"$369,500",3 Bd,2 bath,4813 Hildring Drive E,"Fort Worth, TX",76109
1535,"$370,000",4 Bd,3 bath,2808 Stable Door Lane,"Fort Worth, TX",76244
1536,"$379,196",3 Bd,3 bath,6649 Texas Cowboy Dr,"Fort Worth, TX",76123
1537,"$389,900",5 Bd,3 bath,4220 Doe Creek Trail,"Fort Worth, TX",76244
1538,"$395,000",5 Bd,4 bath,404 High Desert Drive,"Fort Worth, TX",76131
1539,"$399,000",3 Bd,2 bath,6424 Locke Avenue,"Fort Worth, TX",76116
1540,"$399,900",4 Bd,4 bath,11741 Tuscarora Drive,"Fort Worth, TX",76108
1541,"$399,900",4 Bd,4 bath,12369 Maken Trail,"Fort Worth, TX",76052
1542,"$405,000",2 Bd,2 bath,5136 Collinwood Avenue,"Fort Worth, TX",76107
1543,"$424,825",4 Bd,4 bath,14413 Walsh Avenue,"Fort Worth, TX",76008
1544,"$435,000",3 Bd,"2 bath
    | 2,093",,"Fort Worth, TX",76109
1545,"$435,000",3 Bd,2 bath,2716 Sandage Avenue,"Fort Worth, TX",76109
1546,"$447,000",0 Bd,"3 bath
    | 3,204",7525 John T White Road,"Fort Worth, TX",76120
1547,"$491,164",4 Bd,5 bath,2229 Dunstan Drive,"Fort Worth, TX",76008
1548,"$499,000",3 Bd,3 bath,6417 Chauncery Place,"Fort Worth, TX",76116
1549,"$525,000",4 Bd,4 bath,1012 Merion Drive,"Fort Worth, TX",76028
1550,"$539,000",3 Bd,2 bath,2320 Edwin Street,"Fort Worth, TX",76110
1551,"$549,000",3 Bd,2 bath,3759 W 4th Street,"Fort Worth, TX",76107
1552,"$584,900",2 Bd,3 bath,411 W 7th Street,"Fort Worth, TX",76102
1553,"$585,000",4 Bd,2 bath,2216 Park Place Avenue,"Fort Worth, TX",76110
1554,"$624,900",3 Bd,3 bath,411 W 7th Street,"Fort Worth, TX",76102
1555,"$769,000",4 Bd,3 bath,6356 Davis Road,"Fort Worth, TX",76140
1556,"$35,000",0 Bd,0 bath,2803 Gould AVE,"Fort Worth, TX",76106
1557,"$65,000",0 Bd,0 bath,2333 Dalford Street,"Fort Worth, TX",76111
1558,"$65,000",0 Bd,0 bath,2329 Dalford Street,"Fort Worth, TX",76111
1559,"$85,000",0 Bd,0 bath,3230 Vine Street,"Fort Worth, TX",76040
1560,"$105,000",3 Bd,1 bath,2305 Flemming Drive,"Fort Worth, TX",76112
1561,"$109,900",3 Bd,1 bath,1100 California Parkway N,"Fort Worth, TX",76115
1562,"$112,000",3 Bd,2 bath,1346 E Richmond Avenue,"Fort Worth, TX",76104
1563,"$178,700",2 Bd,1 bath,3808 6th Avenue,"Fort Worth, TX",76110
1564,"$182,900",3 Bd,2 bath,3563 Frazier Avenue,"Fort Worth, TX",76110
1565,"$185,000",3 Bd,"2 bath
    | 1,143",1340 Steinburg,"Fort Worth, TX",76134
1566,"$198,900",4 Bd,2 bath,1909 Milam Street,"Fort Worth, TX",76112
1567,"$199,000",3 Bd,2 bath,3916 Wrenwood Drive,"Fort Worth, TX",76137
1568,"$199,900",3 Bd,2 bath,324 Afton Road,"Fort Worth, TX",76134
1569,"$210,000",3 Bd,2 bath,5907 Diaz Avenue,"Fort Worth, TX",76107
1570,"$218,900",3 Bd,2 bath,5812 Wake Robin Drive,"Fort Worth, TX",76123
1571,"$219,500",3 Bd,2 bath,2524 Concina Way,"Fort Worth, TX",76108
1572,"$220,000",3 Bd,2 bath,1617 E Tucker Street,"Fort Worth, TX",76104
1573,"$225,000",3 Bd,2 bath,10261 Sunset View Drive,"Fort Worth, TX",76108
1574,"$232,900",4 Bd,2 bath,8232 Ranch Hand Trail,"Fort Worth, TX",76131
1575,"$233,000",3 Bd,3 bath,9744 Francesca Drive,"Fort Worth, TX",76108
1576,"$235,000",3 Bd,3 bath,3913 Oceanside Drive,"Fort Worth, TX",76040
1577,"$240,000",4 Bd,2 bath,6320 Provinces Street,"Fort Worth, TX",76179
1578,"$245,000",3 Bd,2 bath,5908 Helmick Avenue,"Fort Worth, TX",76107
1579,"$249,900",4 Bd,2 bath,8009 Boat Wind Road,"Fort Worth, TX",76179
1580,"$249,900",3 Bd,2 bath,7116 Culver Avenue,"Fort Worth, TX",76116
1581,"$255,000",3 Bd,2 bath,633 Goldstone Lane,"Fort Worth, TX",76131
1582,"$257,000",4 Bd,2 bath,2355 Laurelhill Lane,"Fort Worth, TX",76133
1583,"$258,000",3 Bd,2 bath,5624 Donnelly Avenue,"Fort Worth, TX",76107
1584,"$265,000",3 Bd,3 bath,7228 Wavecrest Way,"Fort Worth, TX",76179
1585,"$275,000",5 Bd,3 bath,1548 Milmo Drive,"Fort Worth, TX",76134
1586,"$275,000",3 Bd,2 bath,8513 Viridian Lane,"Fort Worth, TX",76123
1587,"$275,000",3 Bd,1 bath,3620 W Seminary Drive,"Fort Worth, TX",76109
1588,"$280,000",4 Bd,2 bath,2524 Flowing Springs Drive,"Fort Worth, TX",76177
1589,"$290,000",4 Bd,2 bath,5621 Dennis Avenue,"Fort Worth, TX",76114
1590,"$300,000",4 Bd,2 bath,5209 Threshing Drive,"Fort Worth, TX",76179
1591,"$305,000",3 Bd,2 bath,1541 Fallingwater Trail,"Fort Worth, TX",76052
1592,"$309,500",3 Bd,2 bath,6552 Longhorn Herd Lane,"Fort Worth, TX",76123
1593,"$310,000",3 Bd,2 bath,7616 Truchard Drive,"Fort Worth, TX",76179
1594,"$310,000",5 Bd,4 bath,2625 Swift Creek Drive,"Fort Worth, TX",76123
1595,"$312,500",4 Bd,3 bath,5329 Corn Field Drive,"Fort Worth, TX",76179
1596,"$315,000",3 Bd,2 bath,2536 Grey Kingbird Trail,"Fort Worth, TX",76244
1597,"$315,000",2 Bd,1 bath,3336 Park Ridge Boulevard,"Fort Worth, TX",76109
1598,"$315,000",3 Bd,2 bath,3968 Tule Ranch Road,"Fort Worth, TX",76262
1599,"$319,900",4 Bd,3 bath,14300 Mariposa Lily Lane,"Fort Worth, TX",76052
1600,"$319,900",3 Bd,2 bath,2744 Albatross Lane,"Fort Worth, TX",76177
1601,"$320,000",3 Bd,3 bath,4351 Salix Court,"Fort Worth, TX",76109
1602,"$325,000",4 Bd,3 bath,8709 Glenburne Drive,"Fort Worth, TX",76131
1603,"$341,000",3 Bd,2 bath,6024 Blanchard Court,"Fort Worth, TX",76126
1604,"$345,000",3 Bd,2 bath,3309 Park Ridge Boulevard,"Fort Worth, TX",76109
1605,"$365,000",4 Bd,3 bath,9700 Gessner Drive,"Fort Worth, TX",76244
1606,"$369,000",2 Bd,2 bath,3905 Pershing Avenue,"Fort Worth, TX",76107
1607,"$369,900",4 Bd,3 bath,9024 Silsby Drive,"Fort Worth, TX",76244
1608,"$369,900",2 Bd,2 bath,3320 Rosemeade Drive,"Fort Worth, TX",76116
1609,"$374,900",2 Bd,2 bath,1924 Forest Park Boulevard,"Fort Worth, TX",76110
1610,"$374,900",5 Bd,3 bath,308 Darlington Trail,"Fort Worth, TX",76131
1611,"$379,900",4 Bd,3 bath,10032 Tule Lake Road,"Fort Worth, TX",76177
1612,"$385,000",4 Bd,4 bath,2505 Trailhead Drive,"Fort Worth, TX",76177
1613,"$400,000",4 Bd,4 bath,15640 Fire Creek Lane,"Fort Worth, TX",76177
1614,"$404,900",3 Bd,2 bath,10516 Oates Branch Lane,"Fort Worth, TX",76126
1615,"$410,000",5 Bd,3 bath,5860 Brightfield Road,"Fort Worth, TX",76137
1616,"$424,900",4 Bd,4 bath,5448 Tuxbury Pond Drive,"Fort Worth, TX",76179
1617,"$475,000",3 Bd,4 bath,644 E Bluff Street,"Fort Worth, TX",76102
1618,"$499,000",5 Bd,4 bath,7117 Meadowside Road S,"Fort Worth, TX",76132
1619,"$517,900",4 Bd,4 bath,5725 Violet Crown Place,"Fort Worth, TX",76126
1620,"$532,900",4 Bd,4 bath,5724 Violet Crown Place,"Fort Worth, TX",76126
1621,"$539,900",6 Bd,4 bath,9717 Bison Court,"Fort Worth, TX",76244
1622,"$550,000",3 Bd,2 bath,2472 Indian Cove Street,"Fort Worth, TX",76108
1623,"$559,900",4 Bd,4 bath,5708 Violet Crown Place,"Fort Worth, TX",76126
1624,"$609,000",3 Bd,3 bath,1222 Virginia Place,"Fort Worth, TX",76107
1625,"$725,000",4 Bd,"4 bath
    | 3,018",4628 Dexter Avenue,"Fort Worth, TX",76107
1626,"$749,000",2 Bd,3 bath,1822 Westover Square,"Fort Worth, TX",76107
1627,"$1,249,000",5 Bd,5 bath,3513 Arborlawn Drive,"Fort Worth, TX",76109
1628,"$1,290,000",4 Bd,4 bath,8416 Ashbriar Lane,"Fort Worth, TX",76126
1629,"$1,895,000",4 Bd,"5 bath
    | 5,280",2528 Highview Terrace,"Fort Worth, TX",76109
1630,"$25,000",0 Bd,0 bath,5404 Beach Drive,"Fort Worth, TX",76179
1631,"$50,000",0 Bd,0 bath,1516 E Rosedale Street,"Fort Worth, TX",76104
1632,"$59,000",0 Bd,0 bath,4136 Avenue M,"Fort Worth, TX",76105
1633,"$139,999",3 Bd,2 bath,4532 Pine Tree Circle E,"Fort Worth, TX",76244
1634,"$145,000",3 Bd,1 bath,3137 Major Street,"Fort Worth, TX",76112
1635,"$159,900",2 Bd,1 bath,2569 High Crest Avenue,"Fort Worth, TX",76111
1636,"$170,000",3 Bd,"1 bath
    | 1,432",3440 Baylor ST,"Fort Worth, TX",76119
1637,"$170,000",3 Bd,2 bath,2500 Wallace Street,"Fort Worth, TX",76105
1638,"$175,000",3 Bd,2 bath,7628 Dahlen Street,"Fort Worth, TX",76116
1639,"$185,000",3 Bd,2 bath,1809 Bolingbroke Place,"Fort Worth, TX",76140
1640,"$199,900",3 Bd,2 bath,5513 Wheaton Drive,"Fort Worth, TX",76133
1641,"$209,900",2 Bd,1 bath,4137 Lisbon Street,"Fort Worth, TX",76107
1642,"$210,000",3 Bd,2 bath,1344 E Fogg Street,"Fort Worth, TX",76115
1643,"$215,000",3 Bd,2 bath,6708 Dandelion Drive,"Fort Worth, TX",76137
1644,"$235,000",3 Bd,2 bath,2016 Graham Ranch Road,"Fort Worth, TX",76134
1645,"$239,999",3 Bd,2 bath,7436 Creekfall Drive,"Fort Worth, TX",76137
1646,"$250,000",4 Bd,4 bath,2932 Wispy Trail,"Fort Worth, TX",76108
1647,"$250,000",3 Bd,2 bath,8017 Jolie Drive,"Fort Worth, TX",76137
1648,"$255,000",3 Bd,2 bath,5712 Minnow Drive,"Fort Worth, TX",76179
1649,"$256,000",3 Bd,2 bath,901 Newberry Trail,"Fort Worth, TX",76120
1650,"$259,000",2 Bd,3 bath,2619 Mccart Avenue,"Fort Worth, TX",76110
1651,"$260,000",3 Bd,2 bath,4621 Bonnell Avenue,"Fort Worth, TX",76107
1652,"$264,500",4 Bd,3 bath,10505 Turning Leaf Trail,"Fort Worth, TX",76131
1653,"$265,000",3 Bd,3 bath,844 Cats Eye Drive,"Fort Worth, TX",76179
1654,"$269,900",3 Bd,2 bath,2313 Senepol Way,"Fort Worth, TX",76131
1655,"$272,000",4 Bd,3 bath,4160 Fossile Butte Drive,"Fort Worth, TX",76244
1656,"$279,900",4 Bd,3 bath,825 E Powell Avenue,"Fort Worth, TX",76104
1657,"$285,000",4 Bd,3 bath,6636 Friendsway Drive,"Fort Worth, TX",76137
1658,"$285,000",3 Bd,2 bath,10433 Merced Lake Road,"Fort Worth, TX",76177
1659,"$285,000",3 Bd,2 bath,6025 Wester Avenue,"Fort Worth, TX",76133
1660,"$295,000",4 Bd,"3 bath
    | 2,429",9132 Landmark,"Fort Worth, TX",76244
1661,"$295,000",4 Bd,2 bath,7401 Innisbrook Lane,"Fort Worth, TX",76179
1662,"$299,900",3 Bd,3 bath,10817 Abbeyglen Court,"Fort Worth, TX",76052
1663,"$299,900",3 Bd,2 bath,3217 Gidran Drive,"Fort Worth, TX",76244
1664,"$310,000",3 Bd,2 bath,1700 Aden Road,"Fort Worth, TX",76116
1665,"$315,000",3 Bd,3 bath,7513 Gairlock Drive,"Fort Worth, TX",76179
1666,"$315,000",4 Bd,3 bath,2813 Fossil Run Boulevard,"Fort Worth, TX",76131
1667,"$325,000",4 Bd,3 bath,529 Linacre Drive,"Fort Worth, TX",76036
1668,"$335,000",4 Bd,3 bath,15737 Buffalo Nickel Drive,"Fort Worth, TX",76177
1669,"$336,250",3 Bd,2 bath,4513 Foxfire Way,"Fort Worth, TX",76133
1670,"$358,900",3 Bd,2 bath,4945 Monte Verde Drive,"Fort Worth, TX",76244
1671,"$374,000",4 Bd,3 bath,6025 Foxwheel Place,"Fort Worth, TX",76123
1672,"$410,000",4 Bd,4 bath,6133 Plum Orchard Trail,"Fort Worth, TX",76179
1673,"$419,432",3 Bd,2 bath,2344 Offerande Drive,"Fort Worth, TX",76008
1674,"$435,000",3 Bd,4 bath,3527 Westcliff Road S,"Fort Worth, TX",76109
1675,"$439,900",5 Bd,3 bath,9505 Cholla Cactus Trail,"Fort Worth, TX",76177
1676,"$450,000",4 Bd,4 bath,5125 Azul Lane,"Fort Worth, TX",76036
1677,"$484,990",5 Bd,4 bath,11804 Balta Drive,"Fort Worth, TX",76244
1678,"$493,072",4 Bd,3 bath,7413 Foxgrass Place,"Fort Worth, TX",76123
1679,"$529,000",4 Bd,2 bath,2204 Edwin Street,"Fort Worth, TX",76110
1680,"$621,000",4 Bd,4 bath,3809 Winslow Drive,"Fort Worth, TX",76109
1681,"$663,000",4 Bd,4 bath,2217 Stanley Avenue,"Fort Worth, TX",76110
1682,"$685,000",4 Bd,5 bath,5617 Byers Avenue,"Fort Worth, TX",76107
1683,"$1,690,000",5 Bd,6 bath,6613 York Street,"Fort Worth, TX",76132
1684,"$45,000",0 Bd,0 bath,5725 Wellesley Avenue,"Fort Worth, TX",76107
1685,"$149,900",3 Bd,1 bath,4605 Quails Lane,"Fort Worth, TX",76119
1686,"$172,000",3 Bd,2 bath,5937 Diaz Avenue,"Fort Worth, TX",76107
1687,"$175,000",3 Bd,1 bath,1505 Selene Street,"Fort Worth, TX",76106
